a	ʔaː	5
a	a	5
a	ä	5
à	a	1
aa	aʔa	1
aa	aː	1
aachen	aːxən	1
aaron	ʔaːʀɔn	1
ab	ap	106
ab	ɑp	106
ab	ɑb̥	106
abberufung	apbəʁuːfʊŋ	1
abbezahlen	abətsaːlən	1
abbremsen	abʁɛmzən	1
abbruch	apbʁʊχ	1
abbruch	apʁʊχ	1
abdeckung	apdɛkʊŋ	1
abdruck	apdʁʊk	1
abend	aːbənt	20
abend	aːmt	20
abends	aːbənts	6
abenteuer	aːbəntɔʏ̯ɐ	4
abenteuerlich	ʔaːbm̩tɔɪ̯ɐlɪç	1
abenteuerlich	ʔaːbəntɔɪ̯ɐlɪç	1
aber	aːbɐ	541
aber	abɐ	541
aber	aːbɐ	541
abfinden	apfɪndən	1
abflug	ʔapfluːk	2
abgabe	apɡaːbə	2
abgang	apɡaŋ	4
abgeneigt	apɡənaɪ̯kt	1
abgeschlossen	ʔapɡəʃlɔsn̩	11
abgeschlossen	ʔapɡəʃlɔsən	11
abhängen	ʔaphɛŋən	2
abhängig	aphɛŋɪç	9
abholen	ʔaphoːln̩	1
abholen	ʔaphoːlən	1
abholzung	aphɔltsʊŋ	1
abhören	aphøːʁən	1
abi	abi	1
abkommen	apkɔmən	5
abkommen	ʔapkɔmən	5
abkühlen	apkyːlən	1
abkühlung	ʔapkyːlʊŋ	1
abkupfern	ʔapkʊpfɐn	1
abkürzung	apkʏʁtsʊŋ	1
ableger	apleːɡɐ	3
ablehnen	apleːnən	3
ablenken	aplɛŋkən	1
ablenkung	aplɛŋkʊŋ	1
ablenkungsmanöver	aplɛŋkʊŋsmanøːvɐ	1
abliefern	apliːfɐn	1
ablösen	apløːzən	1
ablösung	apløːzʊŋ	1
abmelden	apmɛldən	1
abnehmer	apneːmɐ	2
abonnieren	abɔniːʁən	4
abordnung	apʔɔʁtnʊŋ	1
abpfiff	ʔappfɪf	1
abrede	ʔapʀeːdə	1
abreiben	ʔapʀaɪ̯bm̩	1
abreiben	ʔapʀaɪ̯bən	1
abreisen	ʔapʀaɪ̯zn̩	1
abreisen	ʔapʀaɪ̯zən	1
abreisen	ʔapʀaɪ̯zn̩	1
abreisen	ʔapʀaɪ̯zən	1
abrufen	apʁuːfən	3
abrüstung	apʀʏstʊŋ	1
absage	apsaːɡə	4
absagen	apzaːɡn̩	3
absagen	apzaːɡn̩	3
absatz	apzat͡s	3
abschaffen	apʃafən	2
abschaffung	apʃafʊŋ	2
abschieben	ʔapʃiːbən	2
abschieben	ʔapʃiːbm̩	2
abschirmen	apʃɪʁmən	1
abschliessen	ʔapʃliːsn̩	1
abschliessen	ʔapʃliːsən	1
abschluss	apʃlʊs	6
abschneiden	ʔapʃnaɪ̯dn̩	2
abschneiden	ʔapʃnaɪ̯dən	2
abschottung	apʃɔtʊŋ	3
abschrecken	apʃʁɛkən	1
abschreckung	apʃʀɛkʊŋ	1
abschreibung	apʃʁaɪ̯bʊŋ	1
abschuss	apʃʊs	3
abschwächen	apʃvɛçn̩	1
abschwung	apʃvʊŋ	1
abseits	apzaɪ̯ts	6
abseits	apzaɪ̯t͡s	6
absetzen	apsɛtsən	1
absichtlich	apzɪçtlɪç	2
absichtlich	apsɪçtlɪç	2
absolut	apzoluːt	6
absorption	apzɔʁpt͡si̯oːn	1
absprache	apʃpʁaːxə	1
abstecher	apʃtɛçɐ	2
abstellen	apʃtɛlən	2
abstieg	apʃtiːk	1
abstieg	apʃtiːç	1
abstimmen	apʃtɪmən	2
abstimmung	ʔapʃtɪmʊŋ	7
abstinenz	apstinɛnts	1
abstreifen	apʃtʁaɪ̯fən	1
absturz	apʃtʊʁts	11
absuchen	ʔapzuːxən	1
abtropfen	aptʁɔp͡fn̩	1
abwägen	apveːɡən	1
abwägen	apveːɡn̩	1
abwarten	apvaʁtən	3
abwechslung	apvɛkslʊŋ	2
abwehrspieler	apvɛɐ̯ʃpiːlɐ	4
abweisen	apvaɪ̯zən	1
abwerten	apveːʁtən	1
abwickeln	ʔapvɪkl̩n	1
abwickeln	ʔapvɪkəln	1
abwiegen	apviːɡən	1
ach	ax	4
ach	ax	4
acht	axt	29
achten	axtən	3
achterbahn	ʔaxtɐbaːn	1
achtmal	axtmaːl	1
achtsamkeit	aχtzaːmkaɪ̯t	2
ackern	ʔakɐn	2
action	ɛktʃən	4
adäquat	adɛkvaːt	1
adele	adeːlə	1
adobe	adoːbə	1
adria	aːdʁia	1
adrian	adʁiaːn	1
advent	ʔatvɛnt	1
affäre	afɛːʀə	2
afrika	afʁika	15
afrika	aːfʁika	15
after	aftɐ	1
after	aːftɐ	1
agenda	aɡɛnda	4
agentur	aɡɛntuːɐ̯	5
aggressiv	aɡʁɛsiːf	5
agieren	aɡiːɐ̯n	5
agieren	aɡiːʀən	5
ägypten	ɛɡʏptn̩	3
ähneln	ʔɛːnl̩n	1
ähneln	ʔɛːnəln	1
ahnen	ʔaːnən	1
ähnlich	ɛːnlɪç	19
ahnung	ʔaːnʊŋ	2
ahnungslos	aːnʊŋsloːs	1
akademie	akademiː	3
akribie	akʀibiː	3
akribisch	akʁiːbɪʃ	1
akt	akt	2
aktie	aktsi̯ə	18
aktivieren	aktiviːʀən	6
aktuell	aktu̯ɛl	13
akzeptieren	akt͡sɛptiːʀən	5
alarm	alaʁm	1
alaska	alaska	1
aleppo	alɛpo	3
algorithmen	ʔalɡoʀɪtmən	1
alice	aliːsə	1
alice	aliːs	1
alkohol	alkohoːl	5
alkohol	alkohoːl	5
alkoven	alkoːvən	1
all	al	20
allah	ala	1
allah	alaː	1
alle	alə	191
allein	alaɪn	25
allem	aləm	95
allemal	aləmaːl	1
allemal	aləmaːl	1
allen	alən	43
aller	alɐ	40
allerdings	ʔalɐdɪŋs	115
allerdings	ʔalɐdɪŋs	115
allergisch	alɛʁɡɪʃ	1
allerlei	alɐlaɪ̯	1
alles	aləs	97
allesamt	aləzamt	2
allianz	ali̯ant͡s	5
alltag	altaːk	4
alltag	altaːɡ	4
alltag	altak	4
alpen	ʔalpən	4
alptraum	alptʁaʊ̯m	1
als	als	810
also	ʔalzoː	82
alt	alt	11
alt	ʔalt	11
alte	altə	25
alten	ʔaltn̩	22
alten	ʔaltən	22
alter	ʔaltɐ	11
alter	altər	11
alter	altər	11
älter	ʔɛltɐ	4
altersgruppen	altɐsɡʀʊpn̩	1
ältesten	ʔɛltəstn̩	1
ältesten	ʔɛltəstən	1
aluminium	ʔalumiːni̯ʊm	1
am	am	665
amerika	ameːʀika	4
