آخر	ʔaːxir	97
آخر	ʔaːxar	97
آدم	ʔaːdam	7
آمن	ʔaːmana	5
آمن	ʔaːmin	5
آمن	ʔaːmanu	5
آمن	ʔaːmana	5
آمن	ʔaːman	5
آمن	ʔaːmunu	5
آمن	ʔaːmuna	5
آمن	ʔaːmun	5
آمين	ʔaːmiːna	2
آية	ʔaːja	5
أ	ʔ	2
أب	ʔab	3
أبدا	ʔabadan	1
أبرز	ʔabraz	26
أبرز	baraza	26
أبرز	ʔabruza	26
أبرز	ʔabruz	26
أبريل	ʔabriːl	12
أتاح	ʔataːħa	1
أتون	ʔattuːn	2
أثاث	ʔaθaːθ	1
أثناء	ʔaθnaːʔ	46
أثناء	ʔaθnaːʔa	46
أثيوبيا	ʔaθijuːbijaː	2
أجاب	ʔad͡ʒaːba	7
أجاب	ʔud͡ʒaːbu	7
أجزاء	ʔad͡ʒzaːʔ	3
أجمع	ʔad͡ʒmaʕa	2
أجمع	ʔad͡ʒmaʕ	2
أجمع	ʔad͡ʒmaʕ	2
أجنبي	ʔad͡ʒnabijj	4
أحب	ʔaħabba	7
أحب	ʔaħabb	7
أحبك	ʔuħibbuka	3
أحبك	ʔuħibbuki	3
أحجم	ʔaħd͡ʒama	1
أحد	ʔaħad	105
أحسن	ʔaħsana	8
أحسن	ʔaħsan	8
أحسن	ʔaħsunu	8
أحسن	ʔaħsuna	8
أحسن	ʔaħsun	8
أحسن	ʔuħassinu	8
أحسن	ʔuħassina	8
أحسن	ʔuħassin	8
أحسن	ʔuħassanu	8
أحسن	ʔuħassana	8
أحسن	ʔuħassan	8
أحمر	ʔaħmar	2
أحمق	ʔaħmaq	1
أخ	ʔax	1
أخت	ʔuxt	2
أخذ	ʔaxaða	13
أخذ	ʔaxxaða	13
أخذ	ʔaxð	13
أخلاقي	ʔaxlaːqijj	1
أدار	ʔadaːra	3
أدان	ʔadaːna	1
أدب	ʔadab	4
أدب	ʔaddaba	4
أدبي	ʔadabijj	2
أدبي	ʔaddibiː	2
أدهش	ʔadhaʃa	1
أدهش	ʔudhiʃu	1
أدهش	ʔudhiʃa	1
أدهش	ʔudhiʃ	1
أدهش	ʔadhiʃ	1
أدهش	ʔudhaʃu	1
أدهش	ʔudhaʃa	1
أدهش	ʔudhaʃ	1
أذربيجان	ʔaðarbajd͡ʒaːn	4
أذن	ʔuðun	2
أذن	ʔaðina	2
أذن	ʔaðana	2
أذن	ʔaððana	2
أذن	ʔaðan	2
أذن	ʔaðn	2
أراد	ʔaraːda	14
أربعة	ʔarbaʕa	26
أربعة	ʔarbiʕa	26
أردني	ʔurdunnijj	1
أرض	ʔardˤ	20
أرضي	ʔardˤijj	2
أركان	ʔarkaːn	4
أزرق	ʔazraq	2
أزرق	ʔazraɡ	2
أزرق	ʔazraɡ	2
أساس	ʔasaːs	20
أساسي	ʔasaːsijj	6
أسباب	ʔasbaːb	22
أسباب	ʔasbaːb	22
أسبوعي	ʔusbuːʕijj	1
أستاذ	ʔustaːð	13
أستاذ	ʔustaːz	13
أستراليا	ʔusturaːlijaː	6
أسرة	ʔusra	8
أسرة	ʔasirra	8
أسري	ʔusrijj	1
أسطوانة	ʔustˤuwaːnah	1
أسطورة	ʔustˤuːra	1
أسفر	ʔasfara	8
أسلوب	ʔusluːb	12
أسماء	ʔasmaːʔ	12
أسهل	ʔashal	5
أسهل	ʔashulu	5
أسهل	ʔashula	5
أسهل	ʔashul	5
أسهل	ʔusahhilu	5
أسهل	ʔusahhila	5
أسهل	ʔusahhil	5
أسهل	ʔusahhalu	5
أسهل	ʔusahhala	5
أسهل	ʔusahhal	5
أسوأ	ʔaswaʔ	6
أسوة	ʔuswa	1
أسود	ʔaswad	3
أسود	ʔusuːd	3
أسود	ʔaswad	3
أسير	ʔasiːr	3
أضاع	ʔadˤaːʕa	1
أضاف	ʔadˤaːfa	11
أطفال	ʔatˤfaːl	11
أعطى	ʔaʕtˤaː	7
أعقد	ʔaʕqad	1
أعقد	ʔaʕɡad	1
أعقد	ʔaʕɡad	1
أعلن	ʔaʕlana	48
أعلى	ʔaʕlaː	34
أعلى	ʔaʕlaː	34
أعلى	ʔuʕlaː	34
أعلى	ʔuʕlaː	34
أعلى	ʔuʕlaː	34
أعلى	ʔuʕlaː	34
أعلى	ʔaʕlaː	34
أعلى	ʔaʕlaː	34
أعمى	ʔaʕmaː	1
أعمى	ʔaʕmaː	1
أعمى	ʔuʕammaː	1
أغبر	ʔaɣbar	1
أغسطس	ʔaɣustˤus	14
أغلب	ʔaɣlab	10
أغلب	ʔaɣlabu	10
أغلب	ʔaɣlaba	10
أغلب	ʔaɣlab	10
أغلب	ʔaɣlibu	10
أغلب	ʔaɣliba	10
أغلب	ʔaɣlib	10
أغلب	ʔuɣlabu	10
أغلب	ʔuɣlaba	10
أغلب	ʔuɣlab	10
أغلب	ʔuɣallibu	10
أغلب	ʔuɣalliba	10
أغلب	ʔuɣallib	10
أغلب	ʔuɣallabu	10
أغلب	ʔuɣallaba	10
أغلب	ʔuɣallab	10
أفاد	ʔafaːda	10
أفرغ	ʔafraɣa	1
أفرغ	ʔafraɣ	1
أفريقيا	ʔafriːqijaː	14
أفغانستان	ʔafɣaːnistaːn	15
أقر	ʔaqarra	4
أقرأ	ʔaqraʔa	3
أقرب	ʔaqrab	7
أقرب	ʔaqraba	7
أكتوبر	ʔoktoːbir	22
أكسجين	ʔuksid͡ʒiːn	2
أكل	ʔakala	3
أكل	ʔakkala	3
أكل	ʔakl	3
أكل	ʔukul	3
أكل	ʔukl	3
ألا	ʔallaː	29
ألا	ʔalaː	29
ألا	ʔalaː	29
ألا	ʔalaː	29
ألف	ʔalif	93
ألقى	ʔalqaː	3
ألم	ʔalam	7
ألمانيا	ʔalmaːnijaː	25
أليس	ʔaljas	5
أم	ʔamma	68
أم	ʔumm	68
أم	ʔamm	68
أم	ʔam	68
أما	ʔammaː	101
أمازيغي	ʔamaːziːɣijj	1
أمامي	ʔamaːmijj	2
أمريكا	ʔamriːkaː	34
أمريكي	ʔamriːkijj	6
أمس	ʔamsi	74
أمس	ʔams	74
أمس	ʔamassu	74
أمس	ʔamassa	74
أمس	ʔamassi	74
أمس	ʔumassu	74
أمس	ʔumassa	74
أمس	ʔumassi	74
أمضى	ʔamdˤaː	1
أمير	ʔamiːr	26
أميرة	æmiːra	1
أن	ʔan	2088
أن	ʔanna	2088
أن	ʔanna	2088
أن	ʔann	2088
أنا	ʔana	63
أنا	ʔanaː	63
أنت	ʔanta	33
أنت	ʔanta	33
أنت	ʔanti	33
أنت	ʔanti	33
أنتم	ʔantum	10
أنف	ʔanf	2
أنف	ʔanfu	2
أنف	ʔunfa	2
أنف	ʔanfi	2
أنملة	ʔanmala	1
أنموذج	ʔunmuːðad͡ʒ	1
أنور	ʔanwar	6
أهبة	ʔuhba	2
أهدى	ʔahdaː	1
أهلا	ʔahlan	2
أو	ʔaw	511
أوج	ʔawd͡ʒ	2
أوجد	ʔawd͡ʒada	1
أوجد	ʔuːd͡ʒadu	1
أوجد	ʔuːd͡ʒada	1
أوجد	ʔuːd͡ʒad	1
أودى	ʔawdaː	1
أوركسترا	ʔorkestraː	1
أوروبا	ʔurubbaː	34
أوروبي	ʔuːruːbbijj	2
أوضح	ʔawdˤaħa	12
أوغندا	ʔuɣandaː	1
أوقف	ʔawqafa	2
أوكرانيا	ʔukraːnijaː	7
أولئك	ʔulaːʔika	13
أولى	ʔawlaː	12
أولى	ʔawlaː	12
أولى	ʔuːlaː	12
أولى	ʔulaː	12
أولى	ʔuːlaː	12
أيام	ʔæjjæːm	44
أين	ʔajna	21
أين	ʔajn	21
أين	ʔajjana	21
إبراهيم	ʔibraːhiːm	23
إبريل	ʔibriːl	2
إثيوبيا	ʔiθjuːbijaː	1
إحدى	ʔiħdaː	22
إحسان	ʔiħsaːn	3
إدريس	ʔidriːs	1
إذ	ʔið	61
إذا	ʔiðaː	131
إذا	ʔiðan	131
إذاعة	ʔiðaːʕa	3
إرتريا	ʔiritrijaː	1
إرهاب	ʔirhaːb	3
إرهابي	ʔirhaːbijj	6
إزاء	ʔizaːʔa	5
إسبانيا	ʔisbaːnijaː	5
إستاد	ʔistaːd	1
إسرائيل	ʔisraːʔiːl	58
إسرائيلي	ʔisraːʔiːlijj	6
إسلام	ʔislaːm	3
إشبيلية	ʔiʃbiːlija	1
إعلام	ʔiʕlaːm	11
إعلامي	ʔiʕlaːmijj	1
إفادة	ʔifaːda	1
إفريقيا	ʔifriːqijaː	11
إقالة	ʔiqaːlah	1
إقامة	ʔiqaːma	16
إكليل	ʔikliːl	1
إلى	ʔilaː	1614
إلى	ʔilan	1614
إما	ʔimmaː	7
إن	ʔin	416
إن	ʔinna	416
إن	ʔin	416
إناء	ʔinaːʔ	1
إنجلترا	ʔinɡilteraː	2
إنجليزي	ʔinɡliːzijj	1
إنجليزي	ʔind͡ʒiliːzijj	1
إندونيسيا	ʔinduːniːsijaː	7
إنسان	ʔinsaːn	13
إي	ʔiː	4
إيجاد	ʔiːd͡ʒaːd	9
إيران	ʔiːraːn	59
إيطاليا	ʔiːtˤaːlijaː	10
إيمان	ʔiːmaːn	3
ا	ʔalif	3
ا	ʔ	3
ا	aː	3
ائتلاف	iʔtilaːf	5
ابتعد	ibtaʕada	2
ابن	ibn	30
ابن	ibni	30
اتحاد	ittiħaːd	19
اتضح	ittadˤaħa	1
اتهام	ittihaːm	9
اثنان	ʔiθnaːn	6
احتراق	iħtiraːq	1
اختطاف	ixtitˤaːf	6
ارتاح	irtaːħa	2
استحوذ	istaħwaða	1
استدعاء	istidʕaːʔ	3
استدعى	istadʕaː	4
استرجع	istard͡ʒaʕa	1
استعان	istaʕaːna	2
استكشاف	istikʃaːf	3
استمرار	istimraːr	22
استنكر	istankara	2
اسم	ism	34
اسم	isim	34
اسم	usmu	34
اعتبر	iʕtabara	7
اعتداء	iʕtidaːʔ	7
اعتدى	iʕtadaː	1
اعتذر	ʔaʕtaðir	1
اعتقد	iʕtaqada	11
اعتقل	iʕtaqala	4
افغانستان	afɣaːnistaːn	5
اقتضى	iqtadˤaː	1
الآن	alʔaːna	101
الآن	alʔaːn	101
الأحد	alʔaħad	46
الأربعاء	alʔarbiʕaːʔ	50
الأرجنتين	alʔard͡ʒantiːn	3
الأردن	alʔurdunn	16
الأردن	alʔurdun	16
الأندلس	alʔandalus	3
الأندلس	alʔandulus	3
الإسلام	alʔislaːm	31
الإمارات	alʔimaːraːt	44
الاثنين	ʔaliθnajni	47
البحرين	albaħrajn	37
البرازيل	albaraːziːl	8
البرتغال	alburtuɣaːl	3
التقط	iltaqatˤa	1
الثلاثاء	aθθulaːθaːʔ	52
الثلاثاء	aθθalaːθaːʔ	52
الجزائر	ald͡ʒazaːʔir	51
الجزائر	eɡɡazajer	51
الجمعة	ald͡ʒumuʕa	53
الجمعة	ald͡ʒumʕa	53
الخميس	alxamiːs	72
الدنمارك	addanmaːrk	3
الذي	allaðiː	745
السبت	assabt	66
السعودية	assuʕuːdijja	122
السفن	assufun	8
السلفادور	assalfaːduːr	1
السودان	assuːdaːn	54
السويد	assuwajd	10
الصومال	asˤsˤuːmaːl	7
الصين	asˤsˤiːn	68
العبرية	alʕibrijja	1
العراق	alʕiraːq	84
الفرات	alfuraːt	1
الفلبين	alfilibbiːn	5
القدس	alquds	50
القرآن	alqurʔaːn	26
القطيف	alqatˀiːf	2
القطيف	ɪlqətˀif	2
الكاميرون	alkaːmiːruːn	3
الكويت	alkuwajt	36
اللات	allaːt	1
الله	aɫɫaːh	347
الله	aɫɫaːh	347
الله	aɫɫaːhu	347
المرء	almarʔ	10
المسيح	almasiːħ	3
المغرب	almaɣrib	21
المكسيك	almaksiːk	3
النرويج	annurwiːd͡ʒ	1
النرويج	annurweːɡ	1
النمسا	annamsaː	1
النمسا	annimsaː	1
النيجر	anniːd͡ʒar	6
النيجر	anniːɡar	6
الهند	alhind	10
اليابان	aljaːbaːn	10
اليمن	aljaman	67
اليونان	aljuːnaːn	12
امتحان	imtiħaːn	3
امرأة	ʔimraʔa	22
امرؤ	umruʔ	1
انتظم	intaðˤama	1
انتفاضة	intifaːdˤa	4
انتقد	intaqada	1
انتمى	intamaː	1
انتهاك	intihaːk	3
انتهى	intahaː	6
انخرط	inxaratˤa	1
انخفاض	inxifaːdˤ	9
انخفض	inxafadˤa	2
اندلع	indalaʕa	1
انشق	inʃaqqa	1
انشقاق	inʃiqaːq	1
انقراض	inqiraːdˤ	1
انقلاب	inqilaːb	4
انقلب	inqalaba	1
اهتز	ihtazza	1
ب	baːʔ	28
ب	b	28
ب	bi	28
بؤر	buʔar	2
بؤرة	buʔra	2
بئر	biʔr	1
باب	baːb	24
باب	bɛːp	24
بابا	baːbaː	9
باحث	baːħaθa	3
بارد	baːrid	1
بارز	baːriz	4
بارز	baːraza	4
بازار	bazaːr	1
باستمرار	bistimraːr	9
باع	baːʕa	1
باكستان	baːkistaːn	14
بال	baːla	5
بال	bōl	5
بال	bōl	5
بالتوفيق	bittawfiːqi	4
بحاح	buħaːħ	1
بحار	baħħaːr	1
بحث	baħaθa	19
بحث	baħθ	19
بحر	baħr	7
بحر	baħħara	7
بحر	baħira	7
بحر	baħara	7
بحر	baħar	7
بحري	baħrijj	1
بحريني	baħrajnijj	3
بحيرة	buħajra	2
بدأ	badaʔa	37
بدر	badr	9
بدلة	badla	1
بدوي	badawijj	1
براءة	baraːʔa	4
برج	burd͡ʒ	5
برج	barid͡ʒa	5
برج	barad͡ʒ	5
برجل	bard͡ʒal	1
برقية	barqijja	6
برلمان	barlamaːn	6
برنامج	barnaːmad͡ʒ	52
بري	barriː	2
بريطاني	bariːtˤaːnijj	1
بريطاني	biriːtˤaːnijj	1
بس	bassa	22
بس	bass	22
بسبب	bisababi	113
